# ---------------------------------- WARNING ----------------------------------------								
# Some of the data that you have obtained from this U.S. Geological Survey database								
# may not have received Director's approval. Any such data values are qualified								
# as provisional and are subject to revision. Provisional data are released on the								
# condition that neither the USGS nor the United States Government may be held liable								
# for any damages resulting from its use.								
#								
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement								
#								
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output								
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals								
#								
# Contact:   gs-w_support_nwisweb@usgs.gov								
# retrieved: 2021-04-04 23:16:06 EDT       (caww01)								
#								
# Data for the following 1 site(s) are contained in this file								
"#    USGS 02087500 NEUSE RIVER NEAR CLAYTON, NC"								
# -----------------------------------------------------------------------------------								
agency_cd	site_no	datetime	" Discharge, cubic feet per second (Maximum)"	"Discharge, cubic feet per second (Minimum)"	"Discharge, cubic feet per second (Minimum)"	"Gage height, feet (Maximum)"	"Gage height, feet (Minimum)"	" Gage height, feet (Mean)"
USGS	2087500	3/29/1957			1150			
USGS	2087500	3/30/1957			990			
USGS	2087500	3/31/1957			824			
USGS	2087500	4/1/1957			746			
USGS	2087500	4/2/1957			733			
USGS	2087500	4/3/1957			715			
USGS	2087500	4/4/1957			691			
USGS	2087500	4/5/1957			697			
USGS	2087500	4/6/1957			1020			
USGS	2087500	4/7/1957			1020			
USGS	2087500	4/8/1957			925			
USGS	2087500	4/9/1957			818			
USGS	2087500	4/10/1957			1220			
USGS	2087500	4/11/1957			1480			
USGS	2087500	4/12/1957			1020			
USGS	2087500	4/13/1957			812			
USGS	2087500	4/14/1957			746			
USGS	2087500	4/15/1957			709			
USGS	2087500	4/16/1957			612			
USGS	2087500	4/17/1957			552			
USGS	2087500	4/18/1957			522			
USGS	2087500	4/19/1957			516			
USGS	2087500	4/20/1957			510			
USGS	2087500	4/21/1957			498			
USGS	2087500	4/22/1957			498			
USGS	2087500	4/23/1957			1040			
USGS	2087500	4/24/1957			1700			
USGS	2087500	4/25/1957			2940			
USGS	2087500	4/26/1957			2080			
USGS	2087500	4/27/1957			830			
USGS	2087500	4/28/1957			654			
USGS	2087500	4/29/1957			606			
USGS	2087500	4/30/1957			860			
USGS	2087500	5/1/1957			890			
USGS	2087500	5/2/1957			830			
USGS	2087500	5/3/1957			570			
USGS	2087500	5/4/1957			492			
USGS	2087500	5/5/1957			447			
USGS	2087500	5/6/1957			420			
USGS	2087500	5/7/1957			410			
USGS	2087500	5/8/1957			379			
USGS	2087500	5/9/1957			349			
USGS	2087500	5/10/1957			324			
USGS	2087500	5/11/1957			320			
USGS	2087500	5/12/1957			4070			
USGS	2087500	5/13/1957			8010			
USGS	2087500	5/14/1957			1650			
USGS	2087500	5/15/1957			727			
USGS	2087500	5/16/1957			606			
USGS	2087500	5/17/1957			570			
USGS	2087500	5/18/1957			570			
USGS	2087500	5/19/1957			426			
USGS	2087500	5/20/1957			431			
USGS	2087500	5/21/1957			402			
USGS	2087500	5/22/1957			388			
USGS	2087500	5/23/1957			397			
USGS	2087500	5/24/1957			353			
USGS	2087500	5/25/1957			328			
USGS	2087500	5/26/1957			436			
USGS	2087500	5/27/1957			588			
USGS	2087500	5/28/1957			697			
USGS	2087500	5/29/1957			540			
USGS	2087500	5/30/1957			457			
USGS	2087500	5/31/1957			410			
USGS	2087500	6/1/1957			388			
USGS	2087500	6/2/1957			362			
USGS	2087500	6/3/1957			342			
USGS	2087500	6/4/1957			1040			
USGS	2087500	6/5/1957			1640			
USGS	2087500	6/6/1957			1690			
USGS	2087500	6/7/1957			2380			
USGS	2087500	6/8/1957			2180			
USGS	2087500	6/9/1957			1550			
USGS	2087500	6/10/1957			1750			
USGS	2087500	6/11/1957			1050			
USGS	2087500	6/12/1957			666			
USGS	2087500	6/13/1957			510			
USGS	2087500	6/14/1957			426			
USGS	2087500	6/15/1957			379			
USGS	2087500	6/16/1957			379			
USGS	2087500	6/17/1957			362			
USGS	2087500	6/18/1957			618			
USGS	2087500	6/19/1957			776			
USGS	2087500	6/20/1957			685			
USGS	2087500	6/21/1957			397			
USGS	2087500	6/22/1957			366			
USGS	2087500	6/23/1957			317			
USGS	2087500	6/24/1957			268			
USGS	2087500	6/25/1957			238			
USGS	2087500	6/26/1957			221			
USGS	2087500	6/27/1957			276			
USGS	2087500	6/28/1957			384			
USGS	2087500	6/29/1957			397			
USGS	2087500	6/30/1957			313			
USGS	2087500	7/1/1957			254			
USGS	2087500	7/2/1957			251			
USGS	2087500	7/3/1957			234			
USGS	2087500	7/4/1957			215			
USGS	2087500	7/5/1957			184			
USGS	2087500	7/6/1957			196			
USGS	2087500	7/7/1957			178			
USGS	2087500	7/8/1957			148			
USGS	2087500	7/9/1957			163			
USGS	2087500	7/10/1957			157			
USGS	2087500	7/11/1957			137			
USGS	2087500	7/12/1957			131			
USGS	2087500	7/13/1957			134			
USGS	2087500	7/14/1957			140			
USGS	2087500	7/15/1957			123			
USGS	2087500	7/16/1957			224			
USGS	2087500	7/17/1957			187			
USGS	2087500	7/18/1957			267			
USGS	2087500	7/19/1957			209			
USGS	2087500	7/20/1957			166			
USGS	2087500	7/21/1957			151			
USGS	2087500	7/22/1957			157			
USGS	2087500	7/23/1957			169			
USGS	2087500	7/24/1957			328			
USGS	2087500	7/25/1957			328			
USGS	2087500	7/26/1957			231			
USGS	2087500	7/27/1957			218			
USGS	2087500	7/28/1957			193			
USGS	2087500	7/29/1957			160			
USGS	2087500	7/30/1957			157			
USGS	2087500	7/31/1957			134			
USGS	2087500	8/1/1957			120			
USGS	2087500	8/2/1957			117			
USGS	2087500	8/3/1957			140			
USGS	2087500	8/4/1957			154			
USGS	2087500	8/5/1957			175			
USGS	2087500	8/6/1957			160			
USGS	2087500	8/7/1957			131			
USGS	2087500	8/8/1957			123			
USGS	2087500	8/9/1957			117			
USGS	2087500	8/10/1957			103			
USGS	2087500	8/11/1957			90			
USGS	2087500	8/12/1957			83			
USGS	2087500	8/13/1957			98			
USGS	2087500	8/14/1957			90			
USGS	2087500	8/15/1957			88			
USGS	2087500	8/16/1957			96			
USGS	2087500	8/17/1957			90			
USGS	2087500	8/18/1957			158			
USGS	2087500	8/19/1957			1770			
USGS	2087500	8/20/1957			1210			
USGS	2087500	8/21/1957			648			
USGS	2087500	8/22/1957			463			
USGS	2087500	8/23/1957			317			
USGS	2087500	8/24/1957			241			
USGS	2087500	8/25/1957			309			
USGS	2087500	8/26/1957			1210			
USGS	2087500	8/27/1957			2430			
USGS	2087500	8/28/1957			2010			
USGS	2087500	8/29/1957			760			
USGS	2087500	8/30/1957			442			
USGS	2087500	8/31/1957			341			
USGS	2087500	9/1/1957			290			
USGS	2087500	9/2/1957			261			
USGS	2087500	9/3/1957			224			
USGS	2087500	9/4/1957			212			
USGS	2087500	9/5/1957			196			
USGS	2087500	9/6/1957			181			
USGS	2087500	9/7/1957			178			
USGS	2087500	9/8/1957			160			
USGS	2087500	9/9/1957			166			
USGS	2087500	9/10/1957			196			
USGS	2087500	9/11/1957			268			
USGS	2087500	9/12/1957			305			
USGS	2087500	9/13/1957			283			
USGS	2087500	9/14/1957			228			
USGS	2087500	9/15/1957			184			
USGS	2087500	9/16/1957			160			
USGS	2087500	9/17/1957			169			
USGS	2087500	9/18/1957			531			
USGS	2087500	9/19/1957			1330			
USGS	2087500	9/20/1957			1400			
USGS	2087500	9/21/1957			624			
USGS	2087500	9/22/1957			406			
USGS	2087500	9/23/1957			345			
USGS	2087500	9/24/1957			313			
USGS	2087500	9/25/1957			324			
USGS	2087500	9/26/1957			388			
USGS	2087500	9/27/1957			283			
USGS	2087500	9/28/1957			231			
USGS	2087500	9/29/1957			354			
USGS	2087500	9/30/1957			2040			
USGS	2087500	10/1/1957			2650			
USGS	2087500	10/2/1957			2790			
USGS	2087500	10/3/1957			2290			
USGS	2087500	10/4/1957			1380			
USGS	2087500	10/5/1957			782			
USGS	2087500	10/6/1957			576			
USGS	2087500	10/7/1957			480			
USGS	2087500	10/8/1957			415			
USGS	2087500	10/9/1957			374			
USGS	2087500	10/10/1957			353			
USGS	2087500	10/11/1957			345			
USGS	2087500	10/12/1957			324			
USGS	2087500	10/13/1957			272			
USGS	2087500	10/14/1957			247			
USGS	2087500	10/15/1957			241			
USGS	2087500	10/16/1957			234			
USGS	2087500	10/17/1957			231			
USGS	2087500	10/18/1957			251			
USGS	2087500	10/19/1957			254			
USGS	2087500	10/20/1957			234			
USGS	2087500	10/21/1957			228			
USGS	2087500	10/22/1957			228			
USGS	2087500	10/23/1957			221			
USGS	2087500	10/24/1957			218			
USGS	2087500	10/25/1957			279			
USGS	2087500	10/26/1957			244			
USGS	2087500	10/27/1957			224			
USGS	2087500	10/28/1957			221			
USGS	2087500	10/29/1957			231			
USGS	2087500	10/30/1957			231			
USGS	2087500	10/31/1957			224			
USGS	2087500	11/1/1957			247			
USGS	2087500	11/2/1957			301			
USGS	2087500	11/3/1957			305			
USGS	2087500	11/4/1957			320			
USGS	2087500	11/5/1957			309			
USGS	2087500	11/6/1957			268			
USGS	2087500	11/7/1957			244			
USGS	2087500	11/8/1957			274			
USGS	2087500	11/9/1957			498			
USGS	2087500	11/10/1957			397			
USGS	2087500	11/11/1957			328			
USGS	2087500	11/12/1957			336			
USGS	2087500	11/13/1957			324			
USGS	2087500	11/14/1957			283			
USGS	2087500	11/15/1957			276			
USGS	2087500	11/16/1957			286			
USGS	2087500	11/17/1957			397			
USGS	2087500	11/18/1957			420			
USGS	2087500	11/19/1957			522			
USGS	2087500	11/20/1957			960			
USGS	2087500	11/21/1957			752			
USGS	2087500	11/22/1957			733			
USGS	2087500	11/23/1957			1790			
USGS	2087500	11/24/1957			4510			
USGS	2087500	11/25/1957			4340			
USGS	2087500	11/26/1957			6980			
USGS	2087500	11/27/1957			7010			
USGS	2087500	11/28/1957			5220			
USGS	2087500	11/29/1957			5310			
USGS	2087500	11/30/1957			5030			
USGS	2087500	12/1/1957			4510			
USGS	2087500	12/2/1957			3820			
USGS	2087500	12/3/1957			2800			
USGS	2087500	12/4/1957			1750			
USGS	2087500	12/5/1957			1680			
USGS	2087500	12/6/1957			1750			
USGS	2087500	12/7/1957			1520			
USGS	2087500	12/8/1957			1350			
USGS	2087500	12/9/1957			2850			
USGS	2087500	12/10/1957			5120			
USGS	2087500	12/11/1957			4760			
USGS	2087500	12/12/1957			4420			
USGS	2087500	12/13/1957			2440			
USGS	2087500	12/14/1957			1550			
USGS	2087500	12/15/1957			1180			
USGS	2087500	12/16/1957			990			
USGS	2087500	12/17/1957			890			
USGS	2087500	12/18/1957			860			
USGS	2087500	12/19/1957			806			
USGS	2087500	12/20/1957			925			
USGS	2087500	12/21/1957			2090			
USGS	2087500	12/22/1957			2500			
USGS	2087500	12/23/1957			2080			
USGS	2087500	12/24/1957			1520			
USGS	2087500	12/25/1957			1150			
USGS	2087500	12/26/1957			1380			
USGS	2087500	12/27/1957			2290			
USGS	2087500	12/28/1957			2220			
USGS	2087500	12/29/1957			2150			
USGS	2087500	12/30/1957			1880			
USGS	2087500	12/31/1957			1520			
USGS	2087500	1/1/1958			1280			
USGS	2087500	1/2/1958			1250			
USGS	2087500	1/3/1958			1180			
USGS	2087500	1/4/1958			1050			
USGS	2087500	1/5/1958			890			
USGS	2087500	1/6/1958			758			
USGS	2087500	1/7/1958			860			
USGS	2087500	1/8/1958			1180			
USGS	2087500	1/9/1958			1280			
USGS	2087500	1/10/1958			1120			
USGS	2087500	1/11/1958			990			
USGS	2087500	1/12/1958			890			
USGS	2087500	1/13/1958			830			
USGS	2087500	1/14/1958			2580			
USGS	2087500	1/15/1958			5400			
USGS	2087500	1/16/1958			4940			
USGS	2087500	1/17/1958			5220			
USGS	2087500	1/18/1958			5310			
USGS	2087500	1/19/1958			3410			
USGS	2087500	1/20/1958			1550			
USGS	2087500	1/21/1958			1250			
USGS	2087500	1/22/1958			1320			
USGS	2087500	1/23/1958			1680			
USGS	2087500	1/24/1958			1880			
USGS	2087500	1/25/1958			4660			
USGS	2087500	1/26/1958			6330			
USGS	2087500	1/27/1958			5490			
USGS	2087500	1/28/1958			5590			
USGS	2087500	1/29/1958			5590			
USGS	2087500	1/30/1958			3220			
USGS	2087500	1/31/1958			1580			
USGS	2087500	2/1/1958			1380			
USGS	2087500	2/2/1958			1750			
USGS	2087500	2/3/1958			2220			
USGS	2087500	2/4/1958			1880			
USGS	2087500	2/5/1958			1420			
USGS	2087500	2/6/1958			1250			
USGS	2087500	2/7/1958			1520			
USGS	2087500	2/8/1958			3390			
USGS	2087500	2/9/1958			4170			
USGS	2087500	2/10/1958			3650			
USGS	2087500	2/11/1958			2440			
USGS	2087500	2/12/1958			1680			
USGS	2087500	2/13/1958			1460			
USGS	2087500	2/14/1958			1250			
USGS	2087500	2/15/1958			1220			
USGS	2087500	2/16/1958			1520			
USGS	2087500	2/17/1958			1580			
USGS	2087500	2/18/1958			1220			
USGS	2087500	2/19/1958			1050			
USGS	2087500	2/20/1958			1050			
USGS	2087500	2/21/1958			990			
USGS	2087500	2/22/1958			990			
USGS	2087500	2/23/1958			1080			
USGS	2087500	2/24/1958			1150			
USGS	2087500	2/25/1958			1120			
USGS	2087500	2/26/1958			1250			
USGS	2087500	2/27/1958			3450			
USGS	2087500	2/28/1958			5220			
USGS	2087500	3/1/1958			5590			
USGS	2087500	3/2/1958			5680			
USGS	2087500	3/3/1958			5770			
USGS	2087500	3/4/1958			4030			
USGS	2087500	3/5/1958			1730			
USGS	2087500	3/6/1958			1380			
USGS	2087500	3/7/1958			1220			
USGS	2087500	3/8/1958			1150			
USGS	2087500	3/9/1958			1020			
USGS	2087500	3/10/1958			1180			
USGS	2087500	3/11/1958			1280			
USGS	2087500	3/12/1958			1220			
USGS	2087500	3/13/1958			1120			
USGS	2087500	3/14/1958			1320			
USGS	2087500	3/15/1958			1490			
USGS	2087500	3/16/1958			1320			
USGS	2087500	3/17/1958			1120			
USGS	2087500	3/18/1958			1020			
USGS	2087500	3/19/1958			1080			
USGS	2087500	3/20/1958			1460			
USGS	2087500	3/21/1958			1880			
USGS	2087500	3/22/1958			1620			
USGS	2087500	3/23/1958			1250			
USGS	2087500	3/24/1958			1050			
USGS	2087500	3/25/1958			1500			
USGS	2087500	3/26/1958			4340			
USGS	2087500	3/27/1958			4850			
USGS	2087500	3/28/1958			4590			
USGS	2087500	3/29/1958			3310			
USGS	2087500	3/30/1958			1950			
USGS	2087500	3/31/1958			1680			
USGS	2087500	4/1/1958			1920			
USGS	2087500	4/2/1958			2080			
USGS	2087500	4/3/1958			1750			
USGS	2087500	4/4/1958			1490			
USGS	2087500	4/5/1958			1420			
USGS	2087500	4/6/1958			1520			
USGS	2087500	4/7/1958			3430			
USGS	2087500	4/8/1958			4170			
USGS	2087500	4/9/1958			4760			
USGS	2087500	4/10/1958			5400			
USGS	2087500	4/11/1958			4760			
USGS	2087500	4/12/1958			3740			
USGS	2087500	4/13/1958			4250			
USGS	2087500	4/14/1958			4850			
USGS	2087500	4/15/1958			4180			
USGS	2087500	4/16/1958			2070			
USGS	2087500	4/17/1958			1880			
USGS	2087500	4/18/1958			1950			
USGS	2087500	4/19/1958			1520			
USGS	2087500	4/20/1958			1250			
USGS	2087500	4/21/1958			1150			
USGS	2087500	4/22/1958			1150			
USGS	2087500	4/23/1958			1490			
USGS	2087500	4/24/1958			1490			
USGS	2087500	4/25/1958			1350			
USGS	2087500	4/26/1958			1050			
USGS	2087500	4/27/1958			860			
USGS	2087500	4/28/1958			1340			
USGS	2087500	4/29/1958			5420			
USGS	2087500	4/30/1958			6520			
USGS	2087500	5/1/1958			5490			
USGS	2087500	5/2/1958			3400			
USGS	2087500	5/3/1958			2010			
USGS	2087500	5/4/1958			2430			
USGS	2087500	5/5/1958			2570			
USGS	2087500	5/6/1958			4370			
USGS	2087500	5/7/1958			11100			
USGS	2087500	5/8/1958			13500			
USGS	2087500	5/9/1958			12100			
USGS	2087500	5/10/1958			10000			
USGS	2087500	5/11/1958			8750			
USGS	2087500	5/12/1958			7460			
USGS	2087500	5/13/1958			3380			
USGS	2087500	5/14/1958			1680			
USGS	2087500	5/15/1958			1350			
USGS	2087500	5/16/1958			1150			
USGS	2087500	5/17/1958			990			
USGS	2087500	5/18/1958			890			
USGS	2087500	5/19/1958			812			
USGS	2087500	5/20/1958			860			
USGS	2087500	5/21/1958			890			
USGS	2087500	5/22/1958			770			
USGS	2087500	5/23/1958			721			
USGS	2087500	5/24/1958			2060			
USGS	2087500	5/25/1958			2530			
USGS	2087500	5/26/1958			1120			
USGS	2087500	5/27/1958			1620			
USGS	2087500	5/28/1958			1050			
USGS	2087500	5/29/1958			1650			
USGS	2087500	5/30/1958			1380			
USGS	2087500	5/31/1958			960			
USGS	2087500	6/1/1958			740			
USGS	2087500	6/2/1958			666			
USGS	2087500	6/3/1958			830			
USGS	2087500	6/4/1958			697			
USGS	2087500	6/5/1958			570			
USGS	2087500	6/6/1958			558			
USGS	2087500	6/7/1958			1080			
USGS	2087500	6/8/1958			925			
USGS	2087500	6/9/1958			624			
USGS	2087500	6/10/1958			552			
USGS	2087500	6/11/1958			474			
USGS	2087500	6/12/1958			528			
USGS	2087500	6/13/1958			588			
USGS	2087500	6/14/1958			463			
USGS	2087500	6/15/1958			612			
USGS	2087500	6/16/1958			1630			
USGS	2087500	6/17/1958			860			
USGS	2087500	6/18/1958			528			
USGS	2087500	6/19/1958			442			
USGS	2087500	6/20/1958			402			
USGS	2087500	6/21/1958			392			
USGS	2087500	6/22/1958			397			
USGS	2087500	6/23/1958			410			
USGS	2087500	6/24/1958			558			
USGS	2087500	6/25/1958			510			
USGS	2087500	6/26/1958			415			
USGS	2087500	6/27/1958			925			
USGS	2087500	6/28/1958			960			
USGS	2087500	6/29/1958			764			
USGS	2087500	6/30/1958			540			
USGS	2087500	7/1/1958			442			
USGS	2087500	7/2/1958			392			
USGS	2087500	7/3/1958			366			
USGS	2087500	7/4/1958			332			
USGS	2087500	7/5/1958			317			
USGS	2087500	7/6/1958			442			
USGS	2087500	7/7/1958			366			
USGS	2087500	7/8/1958			379			
USGS	2087500	7/9/1958			546			
USGS	2087500	7/10/1958			691			
USGS	2087500	7/11/1958			516			
USGS	2087500	7/12/1958			486			
USGS	2087500	7/13/1958			618			
USGS	2087500	7/14/1958			1500			
USGS	2087500	7/15/1958			2870			
USGS	2087500	7/16/1958			1750			
USGS	2087500	7/17/1958			860			
USGS	2087500	7/18/1958			906			
USGS	2087500	7/19/1958			1150			
USGS	2087500	7/20/1958			846			
USGS	2087500	7/21/1958			1320			
USGS	2087500	7/22/1958			1020			
USGS	2087500	7/23/1958			990			
USGS	2087500	7/24/1958			636			
USGS	2087500	7/25/1958			890			
USGS	2087500	7/26/1958			794			
USGS	2087500	7/27/1958			552			
USGS	2087500	7/28/1958			420			
USGS	2087500	7/29/1958			388			
USGS	2087500	7/30/1958			388			
USGS	2087500	7/31/1958			349			
USGS	2087500	8/1/1958			317			
USGS	2087500	8/2/1958			309			
USGS	2087500	8/3/1958			426			
USGS	2087500	8/4/1958			1010			
USGS	2087500	8/5/1958			1520			
USGS	2087500	8/6/1958			1170			
USGS	2087500	8/7/1958			624			
USGS	2087500	8/8/1958			415			
USGS	2087500	8/9/1958			349			
USGS	2087500	8/10/1958			336			
USGS	2087500	8/11/1958			317			
USGS	2087500	8/12/1958			486			
USGS	2087500	8/13/1958			362			
USGS	2087500	8/14/1958			353			
USGS	2087500	8/15/1958			431			
USGS	2087500	8/16/1958			516			
USGS	2087500	8/17/1958			468			
USGS	2087500	8/18/1958			752			
USGS	2087500	8/19/1958			788			
USGS	2087500	8/20/1958			504			
USGS	2087500	8/21/1958			379			
USGS	2087500	8/22/1958			336			
USGS	2087500	8/23/1958			317			
USGS	2087500	8/24/1958			1250			
USGS	2087500	8/25/1958			1590			
USGS	2087500	8/26/1958			6550			
USGS	2087500	8/27/1958			7810			
USGS	2087500	8/28/1958			3370			
USGS	2087500	8/29/1958			1460			
USGS	2087500	8/30/1958			890			
USGS	2087500	8/31/1958			685			
USGS	2087500	9/1/1958			570			
USGS	2087500	9/2/1958			486			
USGS	2087500	9/3/1958			420			
USGS	2087500	9/4/1958			388			
USGS	2087500	9/5/1958			366			
USGS	2087500	9/6/1958			328			
USGS	2087500	9/7/1958			309			
USGS	2087500	9/8/1958			313			
USGS	2087500	9/9/1958			290			
USGS	2087500	9/10/1958			268			
USGS	2087500	9/11/1958			258			
USGS	2087500	9/12/1958			254			
USGS	2087500	9/13/1958			265			
USGS	2087500	9/14/1958			268			
USGS	2087500	9/15/1958			251			
USGS	2087500	9/16/1958			247			
USGS	2087500	9/17/1958			241			
USGS	2087500	9/18/1958			241			
USGS	2087500	9/19/1958			234			
USGS	2087500	9/20/1958			231			
USGS	2087500	9/21/1958			265			
USGS	2087500	9/22/1958			436			
USGS	2087500	9/23/1958			320			
USGS	2087500	9/24/1958			290			
USGS	2087500	9/25/1958			298			
USGS	2087500	9/26/1958			276			
USGS	2087500	9/27/1958			251			
USGS	2087500	9/28/1958			234			
USGS	2087500	9/29/1958			221			
USGS	2087500	9/30/1958			231			
USGS	2087500	10/1/1958			241			
USGS	2087500	10/2/1958			565			
USGS	2087500	10/3/1958			1160			
USGS	2087500	10/4/1958			1820			
USGS	2087500	10/5/1958			1080			
USGS	2087500	10/6/1958			654			
USGS	2087500	10/7/1958			457			
USGS	2087500	10/8/1958			392			
USGS	2087500	10/9/1958			362			
USGS	2087500	10/10/1958			336			
USGS	2087500	10/11/1958			313			
USGS	2087500	10/12/1958			286			
USGS	2087500	10/13/1958			272			
USGS	2087500	10/14/1958			276			
USGS	2087500	10/15/1958			272			
USGS	2087500	10/16/1958			268			
USGS	2087500	10/17/1958			272			
USGS	2087500	10/18/1958			265			
USGS	2087500	10/19/1958			265			
USGS	2087500	10/20/1958			265			
USGS	2087500	10/21/1958			324			
USGS	2087500	10/22/1958			374			
USGS	2087500	10/23/1958			457			
USGS	2087500	10/24/1958			397			
USGS	2087500	10/25/1958			374			
USGS	2087500	10/26/1958			341			
USGS	2087500	10/27/1958			317			
USGS	2087500	10/28/1958			301			
USGS	2087500	10/29/1958			286			
USGS	2087500	10/30/1958			283			
USGS	2087500	10/31/1958			272			
USGS	2087500	11/1/1958			276			
USGS	2087500	11/2/1958			436			
USGS	2087500	11/3/1958			388			
USGS	2087500	11/4/1958			366			
USGS	2087500	11/5/1958			379			
USGS	2087500	11/6/1958			357			
USGS	2087500	11/7/1958			317			
USGS	2087500	11/8/1958			301			
USGS	2087500	11/9/1958			290			
USGS	2087500	11/10/1958			286			
USGS	2087500	11/11/1958			279			
USGS	2087500	11/12/1958			268			
USGS	2087500	11/13/1958			272			
USGS	2087500	11/14/1958			268			
USGS	2087500	11/15/1958			272			
USGS	2087500	11/16/1958			272			
USGS	2087500	11/17/1958			272			
USGS	2087500	11/18/1958			276			
USGS	2087500	11/19/1958			276			
USGS	2087500	11/20/1958			276			
USGS	2087500	11/21/1958			268			
USGS	2087500	11/22/1958			268			
USGS	2087500	11/23/1958			261			
USGS	2087500	11/24/1958			261			
USGS	2087500	11/25/1958			268			
USGS	2087500	11/26/1958			268			
USGS	2087500	11/27/1958			265			
USGS	2087500	11/28/1958			258			
USGS	2087500	11/29/1958			294			
USGS	2087500	11/30/1958			336			
USGS	2087500	12/1/1958			294			
USGS	2087500	12/2/1958			305			
USGS	2087500	12/3/1958			294			
